Date,Open EUR/CAD,Open EUR/CHF,Open USD/CAD,Open EUR/GBP,Open EUR/USD,Open EUR/CNY
2005-02-22,1.6119,1.5449,1.2339,0.6886,1.306506,10.8847
2005-02-23,1.6253,1.5364,1.2258,0.6933,1.325803,10.9385
2005-02-24,1.6473,1.5368,1.2478,0.6923,1.320202,10.9402
2005-02-25,1.6355,1.5425,1.2407,0.691,1.318496,10.9112
2005-02-28,1.6414,1.5387,1.2382,0.69,1.325399,10.9658
2005-03-01,1.6315,1.5382,1.2345,0.6885,1.321895,10.9526
2005-03-02,1.6339,1.5371,1.2408,0.686,1.317193,10.8748
2005-03-03,1.6267,1.5418,1.2383,0.6866,1.3138020000000001,10.8417
2005-03-04,1.6298,1.5478,1.2437,0.6871,1.310599,10.8417
2005-03-07,1.6302,1.5475,1.232,0.6878,1.323399,10.9294
2005-03-08,1.6238,1.5524,1.2286,0.6902,1.3221040000000002,10.9261
2005-03-09,1.6184,1.5494,1.2125,0.6921,1.3349,11.0188
2005-03-10,1.6132,1.5519,1.2064,0.6956,1.337793,11.0569
2005-03-11,1.6157,1.5486,1.2025,0.6983,1.343707,11.0771
2005-03-14,1.6213,1.5475,1.2035,0.6985,1.3474,11.0987
2005-03-15,1.6136,1.5501,1.2075,0.6981,1.336791,11.0411
2005-03-16,1.6061,1.5507,1.207,0.6955,1.3312030000000001,11.0018
2005-03-17,1.6133,1.5462,1.2037,0.6957,1.341292,11.085
2005-03-18,1.6061,1.5485,1.2012,0.6948,1.3379,11.0386
2005-03-21,1.6019,1.5502,1.2026,0.6932,1.331895,10.9964
2005-03-22,1.5935,1.5513,1.2107,0.6939,1.3165,10.8715
2005-03-23,1.581,1.5546,1.2097,0.6934,1.3077020000000001,10.9112
2005-03-24,1.579,1.5534,1.216,0.6944,1.299207,10.7432
2005-03-25,1.5716,1.555,1.2156,0.6921,1.293293,10.7128
2005-03-28,1.5775,1.5546,1.2174,0.6925,1.295807,10.7065
2005-03-29,1.5715,1.5521,1.2189,0.6906,1.289507,10.6819
2005-03-30,1.5655,1.5525,1.2104,0.6894,1.293795,10.7001
2005-03-31,1.5708,1.5499,1.2169,0.6877,1.291606,10.6935
2005-04-01,1.5685,1.5505,1.2101,0.6862,1.296798,10.7117
2005-04-04,1.5681,1.5534,1.2159,0.6857,1.289707,10.6542
2005-04-05,1.5703,1.5533,1.2222,0.6846,1.284901,10.5971
2005-04-06,1.5663,1.5506,1.2188,0.6839,1.285793,10.6083
2005-04-07,1.5732,1.5518,1.2226,0.6846,1.287001,10.6488
2005-04-08,1.5712,1.5514,1.2229,0.6867,1.284901,10.5901
2005-04-11,1.5868,1.5478,1.2284,0.6862,1.292107,10.6629
2005-04-12,1.5996,1.5481,1.234,0.6857,1.297101,10.7217
2005-04-13,1.5978,1.549,1.2377,0.6827,1.291606,10.677
2005-04-14,1.5976,1.5495,1.2375,0.6816,1.2913059999999998,10.6451
2005-04-15,1.5897,1.5553,1.2426,0.6805,1.279492,10.5656
2005-04-18,1.6077,1.5504,1.245,0.6818,1.2913059999999998,10.6794
2005-04-19,1.6229,1.5462,1.2472,0.6834,1.301795,10.7697
2005-04-20,1.6161,1.5423,1.2372,0.6811,1.306506,10.7957
2005-04-21,1.6222,1.5402,1.2398,0.6822,1.3090030000000001,10.8177
2005-04-22,1.6167,1.5435,1.239,0.6833,1.304904,10.816
2005-04-25,1.6121,1.5424,1.2346,0.681,1.3056020000000002,10.7581
2005-04-26,1.6085,1.544,1.238,0.6797,1.299495,10.7473
2005-04-27,1.6155,1.5408,1.2442,0.6809,1.298398,10.708
2005-04-28,1.6157,1.5414,1.2506,0.6787,1.2923069999999999,10.6877
2005-04-29,1.6156,1.5381,1.2522,0.6764,1.290506,10.2949
2005-05-02,1.6197,1.5386,1.2598,0.6742,1.2862069999999999,10.619
2005-05-03,1.6123,1.5403,1.2555,0.6778,1.284901,10.6041
2005-05-04,1.6151,1.5427,1.2533,0.6805,1.288693,10.7109
2005-05-05,1.6135,1.5425,1.2462,0.6803,1.295001,10.7235
2005-05-06,1.6129,1.5464,1.2454,0.6805,1.295505,10.6898
2005-05-09,1.5919,1.5472,1.2422,0.6776,1.281903,10.5814
2005-05-10,1.5913,1.5483,1.2382,0.6818,1.285595,10.6108
2005-05-11,1.5972,1.5462,1.2393,0.6833,1.288593,10.6281
2005-05-12,1.598,1.5439,1.247,0.6838,1.281296,10.5681
2005-05-13,1.5869,1.5429,1.2517,0.6801,1.2677,10.4978
2005-05-16,1.5951,1.5459,1.2655,0.6817,1.260605,10.4432
2005-05-17,1.603,1.5445,1.2685,0.687,1.263903,10.4427
2005-05-18,1.5932,1.5439,1.2644,0.6871,1.260208,10.4158
2005-05-19,1.5973,1.5439,1.2596,0.6891,1.267893,10.4659
2005-05-20,1.5901,1.5441,1.2585,0.6884,1.263903,10.4415
2005-05-23,1.5892,1.5487,1.2656,0.6871,1.255398,10.3682
2005-05-24,1.5815,1.5479,1.2584,0.6868,1.257008,10.3815
2005-05-25,1.5847,1.5465,1.261,0.6879,1.256802,10.3997
2005-05-26,1.5923,1.5458,1.2638,0.6876,1.259906,10.3815
2005-05-27,1.5839,1.5464,1.266,0.6873,1.251204,10.3426
2005-05-30,1.575,1.545,1.2572,0.6869,1.252803,10.3484
2005-05-31,1.567,1.5446,1.2557,0.6842,1.248502,10.2375
2005-06-01,1.5434,1.5355,1.2541,0.6771,1.230996,10.1829
2005-06-02,1.5216,1.5318,1.2476,0.6737,1.219899,10.103
2005-06-03,1.5304,1.5355,1.2476,0.6754,1.2269940000000001,10.1572
2005-06-06,1.5241,1.5324,1.2466,0.6741,1.223107,10.134
2005-06-07,1.5238,1.5317,1.2436,0.6716,1.2260010000000001,10.1382
2005-06-08,1.5301,1.5301,1.2463,0.6696,1.228003,10.1787
2005-06-09,1.5308,1.534,1.2509,0.6704,1.2239,10.1067
2005-06-10,1.5359,1.534,1.2564,0.6714,1.2230020000000001,10.1017
2005-06-13,1.515,1.5373,1.2503,0.6684,1.211695,10.002
2005-06-14,1.5211,1.5384,1.2557,0.67,1.211695,10.0132
2005-06-15,1.5055,1.5366,1.252,0.6657,1.202603,9.9478
2005-06-16,1.4994,1.5397,1.2368,0.6648,1.212503,9.9718
2005-06-17,1.4946,1.5389,1.2355,0.6636,1.209804,9.9966
2005-06-20,1.5003,1.5427,1.2304,0.6685,1.219795,10.0889
2005-06-21,1.5001,1.5441,1.235,0.6665,1.215096,10.026
2005-06-22,1.5004,1.5411,1.2327,0.6656,1.2174040000000002,10.0542
2005-06-23,1.4956,1.5416,1.2345,0.6655,1.212004,10.0082
2005-06-24,1.4843,1.5395,1.2339,0.6625,1.203094,9.9379
2005-06-27,1.4947,1.5402,1.2346,0.6639,1.210903,10.0223
2005-06-28,1.4997,1.5425,1.2331,0.6659,1.216101,10.0347
2005-06-29,1.4866,1.544,1.2322,0.6636,1.206593,9.9627
2005-06-30,1.4848,1.5478,1.2276,0.6687,1.209702,9.9809
2005-07-01,1.4828,1.5505,1.2268,0.6746,1.208795,9.9561
2005-07-04,1.4846,1.5467,1.2463,0.6767,1.191199,9.8526
2005-07-05,1.475,1.5513,1.2386,0.6763,1.1909020000000001,9.8377
2005-07-06,1.4818,1.5534,1.2424,0.6784,1.1929049999999999,9.8435
2005-07-07,1.4737,1.5537,1.2351,0.6808,1.1929049999999999,9.8477
2005-07-08,1.4664,1.5509,1.2273,0.6853,1.194401,9.8584
2005-07-11,1.4585,1.5553,1.2184,0.6884,1.197103,9.9139
2005-07-12,1.4667,1.5541,1.2158,0.6868,1.206797,10.0463
2005-07-13,1.4728,1.5557,1.2044,0.688,1.2231969999999999,10.079
2005-07-14,1.4597,1.5594,1.2092,0.6847,1.2077,9.9644
2005-07-15,1.4634,1.5586,1.2104,0.6876,1.209395,9.5893
2005-07-18,1.4686,1.5599,1.2202,0.6867,1.203804,9.9532
2005-07-19,1.467,1.5596,1.2174,0.6897,1.2054,9.9147
2005-07-20,1.4659,1.564,1.2194,0.6926,1.202906,9.9801
2005-07-21,1.4853,1.5613,1.2225,0.6981,1.215806,10.0434
2005-07-22,1.4789,1.5634,1.2168,0.6934,1.216101,9.8495
2005-07-25,1.4703,1.5641,1.2201,0.6933,1.205095,9.7551
2005-07-26,1.4693,1.562,1.2182,0.6907,1.2062,9.7457
2005-07-27,1.4787,1.5614,1.2307,0.6914,1.2017930000000001,9.7188
2005-07-28,1.4905,1.5629,1.2358,0.6921,1.206797,9.7742
2005-07-29,1.492,1.5589,1.2301,0.6905,1.213106,9.8114
2005-08-01,1.4825,1.5621,1.2233,0.6906,1.2122979999999999,9.8571
2005-08-02,1.4755,1.5572,1.2114,0.6886,1.2183979999999999,9.8834
2005-08-03,1.4845,1.5564,1.2169,0.6882,1.219096,9.8347
2005-08-04,1.4999,1.5556,1.2161,0.6935,1.233593,9.9785
2005-08-05,1.5008,1.5576,1.2123,0.6952,1.238497,9.9978
2005-08-08,1.5006,1.56,1.2163,0.6945,1.2337,9.9646
2005-08-09,1.4989,1.5581,1.2136,0.6918,1.2353,10.0116
2005-08-10,1.5014,1.5579,1.2131,0.6921,1.2377,10.0128
2005-08-11,1.4996,1.5558,1.2106,0.6894,1.238697,10.0459
2005-08-12,1.499,1.5528,1.2021,0.6875,1.2471,10.0712
2005-08-15,1.4875,1.5512,1.1947,0.6858,1.245407,10.0171
2005-08-16,1.4842,1.5515,1.2,0.6834,1.236996,9.973
2005-08-17,1.4802,1.5518,1.1989,0.6825,1.234995,9.9627
2005-08-18,1.4892,1.5488,1.2132,0.6795,1.2278069999999999,9.9289
2005-08-19,1.4835,1.5484,1.218,0.6787,1.218294,9.8373
2005-08-22,1.473,1.5499,1.2107,0.6771,1.2169,9.8563
2005-08-23,1.4698,1.553,1.2014,0.6791,1.2231969999999999,9.5054
2005-08-24,1.4647,1.5531,1.1975,0.6791,1.223406,9.8452
2005-08-25,1.4604,1.5513,1.1902,0.6815,1.227295,9.942
2005-08-26,1.4652,1.5455,1.1916,0.6823,1.2303,9.955
2005-08-29,1.4709,1.5465,1.1954,0.6818,1.2306030000000001,9.9565
2005-08-30,1.466,1.5491,1.1983,0.6809,1.223601,9.8673
2005-08-31,1.4547,1.5504,1.1911,0.6839,1.221598,9.868
2005-09-01,1.4663,1.5461,1.1883,0.6839,1.233806,9.9707
2005-09-02,1.4774,1.5423,1.1831,0.6814,1.249001,10.0873
2005-09-05,1.4895,1.5404,1.188,0.6815,1.253903,10.1547
2005-09-06,1.4908,1.5445,1.1905,0.6797,1.252693,10.0658
2005-09-07,1.4813,1.5436,1.1892,0.6764,1.245795,10.0743
2005-09-08,1.4749,1.5431,1.1882,0.6758,1.2416040000000002,10.037
2005-09-09,1.4629,1.5429,1.1807,0.675,1.239495,10.0139
2005-09-12,1.4589,1.5424,1.1765,0.6733,1.240202,9.9542
2005-09-13,1.4588,1.545,1.187,0.6746,1.228999,9.9373
2005-09-14,1.4513,1.5467,1.1822,0.6734,1.227702,9.9316
2005-09-15,1.4492,1.5453,1.1806,0.6734,1.2278069999999999,9.8727
2005-09-16,1.4496,1.5491,1.185,0.6767,1.223601,9.9218
2005-09-19,1.434,1.5509,1.18,0.6746,1.215407,9.7884
2005-09-20,1.4179,1.552,1.1684,0.6732,1.213902,9.8176
2005-09-21,,,,,,9.8526
2005-09-22,1.4207,1.5525,1.1678,0.6751,1.216693,9.8449
2005-09-23,1.4237,1.5535,1.1715,0.6781,1.215495,9.8123
2005-09-26,1.4096,1.5562,1.1732,0.6785,1.202603,9.7236
2005-09-27,1.4146,1.5556,1.1719,0.6786,1.207394,9.7105
2005-09-28,1.4151,1.5569,1.1779,0.6798,1.2017930000000001,9.7135
2005-09-29,1.4148,1.5553,1.1731,0.6815,1.2062,9.7433
2005-09-30,1.4072,1.5567,1.1712,0.68335,1.2019950000000001,9.7205
2005-10-03,1.3982,1.5546,1.1634,0.682,1.2020959999999998,9.7372
2005-10-04,1.3898,1.5517,1.1652,0.6792,1.191398,9.6271
2005-10-05,1.3958,1.5515,1.1722,0.6774,1.1917959999999999,9.6441
2005-10-06,1.4195,1.5479,1.182,0.679,1.200999,9.6781
2005-10-07,1.4365,1.5479,1.1805,0.6848,1.2169,9.829
2005-10-10,1.4234,1.5505,1.1746,0.689,1.2116069999999999,9.7838
2005-10-11,1.4161,1.5482,1.1753,0.6869,1.205298,9.7116
2005-10-12,1.4089,1.5463,1.1757,0.6866,1.198394,9.664
2005-10-13,1.4078,1.5477,1.1708,0.6861,1.202501,9.6732
2005-10-14,1.4196,1.5501,1.1818,0.68475,1.201706,9.7101
2005-10-17,1.4304,1.5508,1.1849,0.6834,1.207001,9.77
2005-10-18,1.4169,1.5543,1.1794,0.6853,1.201302,9.6784
2005-10-19,1.4054,1.553,1.1763,0.68335,1.195243,9.6374
2005-10-20,1.4072,1.5526,1.1756,0.6787,1.197103,9.6702
2005-10-21,1.4143,1.5472,1.1769,0.6772,1.201894,9.7197
2005-10-24,1.4169,1.5428,1.1865,0.676,1.194501,9.6292
2005-10-25,1.4211,1.5424,1.1869,0.6768,1.197605,9.6689
2005-10-26,1.4242,1.5441,1.1762,0.6787,1.2110940000000001,9.7719
2005-10-27,1.4108,1.5477,1.1701,0.67905,1.205807,9.7823
2005-10-28,1.4215,1.5454,1.1711,0.6803,1.214595,9.7912
2005-10-31,1.4209,1.5445,1.1781,0.6793,1.206505,9.7336
2005-11-01,1.4168,1.5459,1.1821,0.6777,1.1988969999999999,9.6632
2005-11-02,1.4138,1.5475,1.1761,0.68105,1.202299,9.7122
2005-11-03,1.4236,1.5429,1.1797,0.679,1.206695,9.7389
2005-11-04,1.4109,1.5431,1.1811,0.6745,1.1947,9.6304
2005-11-07,1.3985,1.545,1.1849,0.6751,1.180693,9.5263
2005-11-08,1.3992,1.5413,1.1872,0.6762,1.178995,9.4661
2005-11-09,1.3958,1.5437,1.1866,0.6751,1.1769,9.4936
2005-11-10,1.3966,1.5411,1.1863,0.67505,1.1774959999999999,9.4923
2005-11-11,1.3895,1.5362,1.1904,0.6709,1.1675010000000001,9.4286
2005-11-14,1.3965,1.5383,1.1904,0.6733,1.173599,9.4818
2005-11-15,1.3956,1.5403,1.1938,0.6727,1.169194,9.4304
2005-11-16,1.3985,1.5428,1.1924,0.67535,1.173103,9.4465
2005-11-17,1.3924,1.5468,1.1928,0.6793,1.168101,9.4144
2005-11-18,1.3955,1.5475,1.188,0.683,1.174895,9.452
2005-11-21,1.399,1.5479,1.1884,0.6856,1.1774959999999999,9.4943
2005-11-22,1.3876,1.5479,1.1827,0.6838,1.173599,9.4606
2005-11-23,1.3865,1.5484,1.1737,0.6863,1.181251,9.5521
2005-11-24,1.3831,1.5501,1.1718,0.6856,1.181,9.5196
2005-11-25,1.3796,1.5502,1.1716,0.68375,1.177953,9.4908
2005-11-28,1.3677,1.5447,1.1679,0.6832,1.1709049999999999,9.4347
2005-11-29,1.3833,1.547,1.1676,0.6854,1.185003,9.5307
2005-11-30,1.3754,1.5473,1.169,0.6853,1.176803,9.506
2005-12-01,1.3765,1.5507,1.1659,0.6818,1.179899,9.4988
2005-12-02,1.3671,1.5461,1.1649,0.6774,1.174205,9.4521
2005-12-05,1.3599,1.5435,1.1606,0.6763,1.1720030000000001,9.4383
2005-12-06,1.3633,1.5404,1.1571,0.6766,1.17855,9.5033
2005-12-07,1.3648,1.5392,1.1567,0.6769,1.1798440000000001,9.4987
2005-12-08,1.3584,1.539,1.159,0.67535,1.171893,9.0647
2005-12-09,1.3693,1.5362,1.1587,0.6744,1.181893,9.1131
2005-12-12,1.3651,1.5385,1.1577,0.6731,1.1794959999999999,9.5403
2005-12-13,1.3749,1.5405,1.1503,0.6735,1.1952,9.6436
2005-12-14,1.3729,1.5444,1.1494,0.675,1.1949,9.6698
2005-12-15,1.3782,1.538,1.1512,0.6759,1.198007,9.6535
2005-12-16,1.3855,1.5436,1.1579,0.67785,1.1968020000000001,9.6452
2005-12-19,1.3963,1.55,1.1602,0.679,1.203601,9.6814
2005-12-20,1.4042,1.5516,1.1696,0.6809,1.200797,9.6589
2005-12-21,1.3919,1.5518,1.1727,0.6758,1.187804,9.5674
2005-12-22,1.3795,1.5535,1.1665,0.6782,1.183096,9.5358
2005-12-23,1.3851,1.5569,1.167,0.683,1.187296,9.5688
2005-12-26,1.385,1.5548,1.1679,0.6841,1.186197,9.5532
2005-12-27,1.382,1.5561,1.1677,0.6838,1.183698,9.5425
2005-12-28,1.3913,1.5584,1.1738,0.6851,1.185494,9.5505
2005-12-29,1.38,1.5579,1.1649,0.6888,1.1849040000000002,9.5422
2005-12-30,1.379,1.5567,1.1641,0.6868,1.1849040000000002,9.5713
2006-01-02,1.3826,1.5548,1.1614,0.6873,1.1842030000000001,9.5242
2006-01-03,1.3759,1.5543,1.1648,0.6869,1.181698,9.5799
2006-01-04,1.3907,1.5502,1.1559,0.6882,1.203094,9.7111
2006-01-05,1.3915,1.5466,1.149,0.6887,1.211402,9.7408
2006-01-06,1.4059,1.5453,1.162,0.6895,1.210507,9.7318
2006-01-09,1.4148,1.5429,1.1658,0.6861,1.214005,9.7743
2006-01-10,1.41,1.5422,1.1675,0.6842,1.207496,9.7059
2006-01-11,1.4025,1.5447,1.1628,0.6835,1.206404,9.7046
2006-01-12,1.4058,1.5464,1.1588,0.687,1.214005,9.7784
2006-01-13,1.3976,1.5471,1.1608,0.6838,1.204007,9.7021
2006-01-16,1.4097,1.5498,1.159,0.6842,1.216501,9.7756
2006-01-17,1.4019,1.5495,1.1574,0.6857,1.211695,9.7561
2006-01-18,1.4062,1.5493,1.1617,0.685,1.210903,9.7291
2006-01-19,1.4195,1.5504,1.1727,0.687,1.210698,9.7483
2006-01-20,1.4064,1.5529,1.163,0.688,1.209,9.7134
2006-01-23,1.4037,1.549,1.1538,0.6862,1.216797,9.8529
2006-01-24,1.4136,1.5471,1.1491,0.68865,1.2304059999999999,9.9034
2006-01-25,1.4136,1.5485,1.1527,0.6876,1.226603,9.8771
2006-01-26,1.4093,1.5486,1.1511,0.6862,1.224605,9.8548
2006-01-27,1.4035,1.5501,1.1489,0.6856,1.221598,9.8237
2006-01-30,1.3906,1.5525,1.1489,0.68395,1.210595,9.7357
2006-01-31,1.3847,1.5557,1.1459,0.6837,1.208605,9.7317
2006-02-01,1.3829,1.5532,1.1387,0.68295,1.214904,9.7801
2006-02-02,1.3766,1.5545,1.1413,0.6796,1.206593,9.6857
2006-02-03,1.3827,1.5542,1.1443,0.67945,1.208401,9.7289
2006-02-06,1.3742,1.5554,1.1427,0.68235,1.203094,9.6613
2006-02-07,1.3708,1.5569,1.1462,0.68455,1.196101,9.627
2006-02-08,1.3824,1.5535,1.1529,0.6865,1.199199,9.631
2006-02-09,1.3759,1.5539,1.1502,0.6869,1.196602,9.6329
2006-02-10,1.3754,1.5572,1.1464,0.6873,1.200106,9.6319
2006-02-13,1.3727,1.5552,1.1537,0.6824,1.190094,9.5603
2006-02-14,1.3755,1.5563,1.1554,0.6831,1.191199,9.5705
2006-02-15,1.375,1.558,1.1539,0.68615,1.191597,9.5689
2006-02-16,1.3755,1.5573,1.1577,0.6829,1.188199,9.5478
2006-02-17,1.3775,1.5593,1.157,0.6844,1.1908020000000001,9.5474
2006-02-20,1.3742,1.56375,1.1501,0.6855,1.194943,9.6093
2006-02-21,1.3687,1.5608,1.1472,0.6835,1.193503,9.5782
2006-02-22,1.3675,1.5582,1.1473,0.6826,1.1919950000000001,9.5781
2006-02-23,1.3678,1.5616,1.1482,0.68305,1.1912989999999999,9.5716
2006-02-24,1.3743,1.5603,1.1529,0.6802,1.192407,9.5697
2006-02-27,1.3613,1.5637,1.1498,0.68025,1.184399,9.5371
2006-02-28,1.3501,1.5671,1.13975,0.68085,1.1849040000000002,9.5277
2006-03-01,1.3559,1.5638,1.1369,0.68005,1.1929049999999999,9.5724
2006-03-02,1.3528,1.5646,1.1356,0.6811,1.1918520000000001,9.5412
2006-03-03,1.3622,1.5629,1.1319,0.6864,1.203703,9.6439
2006-03-06,1.3705,1.5603,1.1342,0.6868,1.208649,9.6467
2006-03-07,1.3691,1.5599,1.1397,0.6866,1.2019950000000001,9.6264
2006-03-08,1.3663,1.5613,1.1495,0.6846,1.189202,9.5404
2006-03-09,1.3789,1.5597,1.1566,0.6864,1.192805,9.5681
2006-03-10,1.3813,1.5643,1.1611,0.6857,1.190094,9.5664
2006-03-13,1.3835,1.5691,1.161,0.68985,1.192293,9.5484
2006-03-14,1.3847,1.5683,1.1575,0.6891,1.1967020000000002,9.6129
2006-03-15,1.3902,1.565,1.1569,0.68785,1.201706,9.6467
2006-03-16,1.393,1.5634,1.1544,0.69055,1.2072049999999999,9.666
2006-03-17,1.4034,1.5695,1.153,0.69295,1.217597,9.7533
2006-03-20,1.4121,1.572,1.1592,0.6938,1.218101,9.7503
2006-03-21,1.4104,1.5699,1.1602,0.6924,1.215806,9.719
2006-03-22,1.4079,1.5735,1.1629,0.6922,1.210595,9.6902
2006-03-23,1.4078,1.5764,1.1654,0.69145,1.208094,9.6653
2006-03-24,1.3948,1.5757,1.1655,0.6903,1.1968020000000001,9.5903
2006-03-27,1.4035,1.5767,1.1668,0.69055,1.2032969999999998,9.6475
2006-03-28,1.4032,1.5724,1.1683,0.6876,1.2015040000000001,9.2473
2006-03-29,1.4037,1.5717,1.1692,0.6889,1.200898,9.6178
2006-03-30,1.4101,1.5753,1.1721,0.6932,1.202993,9.6702
2006-03-31,1.4085,1.5775,1.1581,0.6963,1.216797,9.7222
2006-04-03,1.4149,1.5796,1.1683,0.6972,1.212106,9.6904
2006-04-04,1.4212,1.5828,1.1712,0.6974,1.213695,9.7043
2006-04-05,1.4258,1.5818,1.1631,0.6982,1.226106,9.827
2006-04-06,1.4277,1.5778,1.162,0.7008,1.228607,9.8179
2006-04-07,1.4079,1.5762,1.1528,0.6972,1.221493,9.7539
2006-04-10,1.3895,1.5742,1.1475,0.6945,1.2110940000000001,9.6772
2006-04-11,1.3903,1.5773,1.1481,0.69495,1.211196,9.6601
2006-04-12,1.3894,1.5756,1.144,0.6941,1.214698,9.7102
2006-04-13,1.3907,1.5719,1.1483,0.69155,1.2115040000000001,9.6792
2006-04-14,1.3929,1.5715,1.1504,0.6911,1.2116069999999999,9.686
2006-04-17,1.3965,1.572,1.1519,0.6908,1.2129,9.686
2006-04-18,1.4041,1.5678,1.1465,0.69225,1.2252049999999999,9.686
2006-04-19,1.41,1.5669,1.1403,0.693,1.236705,9.8283
2006-04-20,1.4047,1.5677,1.1352,0.69055,1.2379,9.8781
2006-04-21,1.4028,1.5736,1.1398,0.6921,1.230906,9.8566
2006-04-24,1.4043,1.5731,1.1349,0.6924,1.237501,9.8738
2006-04-25,1.4077,1.5709,1.1367,0.693,1.238804,9.8984
2006-04-26,1.4057,1.5755,1.1314,0.6951,1.2429,9.9225
2006-04-27,1.4029,1.5805,1.1272,0.69735,1.245004,9.9664
2006-04-28,1.4076,1.579,1.1236,0.6954,1.253196,10.0187
2006-05-01,1.4102,1.56395,1.1173,0.69145,1.262499,10.0963
2006-05-02,1.4017,1.5606,1.1145,0.6891,1.2580040000000001,10.0963
2006-05-03,1.3972,1.5601,1.1079,0.68565,1.261495,10.116
2006-05-04,1.3998,1.56235,1.1092,0.686,1.2621959999999999,10.1076
2006-05-05,1.4077,1.5595,1.1086,0.6855,1.2701959999999999,10.1452
2006-05-08,1.4074,1.5599,1.1054,0.6838,1.273301,10.1837
2006-05-09,1.4124,1.5606,1.1123,0.6835,1.2702930000000001,10.1637
2006-05-10,1.4029,1.5572,1.0991,0.68345,1.276699,10.1814
2006-05-11,1.4075,1.5578,1.1019,0.68575,1.277694,10.1823
2006-05-12,1.4137,1.5568,1.1001,0.6818,1.285595,10.2663
2006-05-15,1.4368,1.5463,1.1077,0.6827,1.297303,10.3271
2006-05-16,1.4239,1.5508,1.1138,0.68125,1.278593,10.25
2006-05-17,1.4223,1.5519,1.1071,0.6812,1.285099,10.2839
2006-05-18,1.4204,1.5472,1.1151,0.6769,1.274307,10.1949
2006-05-19,1.4384,1.5484,1.1194,0.67855,1.284802,10.2574
2006-05-22,1.4297,1.5535,1.1201,0.67955,1.276797,10.2059
2006-05-23,1.4339,1.5488,1.1165,0.6816,1.284802,10.2996
2006-05-24,1.4378,1.5494,1.1246,0.6809,1.278494,10.2324
2006-05-25,1.4301,1.5532,1.1198,0.6824,1.277302,10.2043
2006-05-26,1.4182,1.558,1.1074,0.6828,1.280902,10.2303
2006-05-29,1.4064,1.5618,1.1045,0.6854,1.2739989999999999,10.2083
2006-05-30,1.4089,1.5604,1.1053,0.6853,1.275201,10.2642
2006-05-31,1.4137,1.5585,1.099,0.6834,1.286604,10.3152
2006-06-01,1.4103,1.56055,1.1009,0.6845,1.281608,10.2331
2006-06-02,1.4124,1.5634,1.102,0.6864,1.281197,10.2609
2006-06-05,1.4251,1.5592,1.1028,0.6861,1.292507,10.3377
